logFC;AveExpr;t;P.Value;adj.P.Val;B
HSH2D;2.5791801159862;1.72952691994389;10.6689283788635;3.02690459108922e-15;5.14348372696469e-13;24.4431570693511
TRIM5;2.14138927366167;5.75430082966994;10.6295481413985;3.48925024036399e-15;5.86671516729832e-13;24.2886493314407
TNFAIP2;3.1822736148596;7.97918743871987;10.6114024491993;3.72566783294726e-15;6.19896794746527e-13;24.2063497859184
NCOA7;3.00489513897433;6.68430031798337;10.5497199250841;4.65707083251804e-15;7.66880334101141e-13;23.992305120972
DDX58;2.78226534512355;6.27097869464611;10.5418145030033;4.79233057691713e-15;7.81100982705074e-13;23.9668610530317
PARP9;2.42686308313089;5.96721682175687;10.5047866859672;5.48058600029619e-15;8.84256567502334e-13;23.8280291730706
SERPINB9;2.40606699844888;4.62265201880948;10.4690633884069;6.23905347876202e-15;9.96564012162658e-13;23.7179746552512
ZFP36;2.91089328835871;6.64041748225343;10.4342648510017;7.07968724710546e-15;1.11964202374273e-12;23.5877578080645
SLC15A3;4.20375884339249;0.193380798090343;10.4243293466814;7.34004137670033e-15;1.14943608735328e-12;23.5081519674215
TUFT1;1.97001774368474;5.82242317044216;10.4079465018201;7.79061074746659e-15;1.1988579399081e-12;23.4807190236692
OPTN;1.97464995285043;7.27605195532357;10.4074128112213;7.80574881052038e-15;1.1988579399081e-12;23.4786442686169
SAMD9L;3.46149955055258;3.98513460302102;10.3855458747157;8.45219680328254e-15;1.2857803765603e-12;23.4189734164242
RASGRP3;3.43995541657644;2.31544421168416;10.3681945155172;9.00338097786405e-15;1.35670758829644e-12;23.3769361333544
TRIM14;1.93926289945372;5.61353446166869;10.3599332372231;9.27841021567286e-15;1.38508454556021e-12;23.3345069701269
PDGFB;1.7709529864308;3.99603786481577;10.3500150130884;9.619819579174e-15;1.42275350127913e-12;23.2737886804268
PCK2;2.19221238156859;4.62991416887879;10.33800193075;1.00503539702455e-14;1.4727917795113e-12;23.2483301209915
RND1;2.8016435297213;4.49360540762306;10.324660107417;1.05513293342259e-14;1.51834579689722e-12;23.2238703297164
GSDMB;1.8850302848332;3.45780190822405;10.3345278655494;1.01784455104629e-14;1.47800281944203e-12;23.1878799790481
IFT122;-1.73460569212701;3.85713876562979;-10.2251717394349;1.5174412002219e-14;2.16411502599503e-12;22.8678551893348
IFI44;3.00983406636222;3.14237251834312;10.2051752215895;1.63262752371502e-14;2.30778402091151e-12;22.7412435281975
PARP10;2.07239894853387;3.66769505714991;10.1921072268203;1.71262783322969e-14;2.3996319631735e-12;22.6948340764642
