logFC;AveExpr;t;P.Value;adj.P.Val;B
MCM6;-1.67704514607442;5.4034871354743;-9.9203104757683;4.65152135575275e-14;1.9268562678005e-11;21.7610183093394
DHCR7;-1.74246090184034;7.14056565969697;-9.917233278098;4.70465125175106e-14;1.9268562678005e-11;21.7479270465911
CD68;1.59828300460199;6.17454317694967;9.89913941929647;5.02966023650488e-14;2.00846907394231e-11;21.6917471396793
GPX2;-2.80518523848923;7.67775911992845;-9.85823455465873;5.85031246903964e-14;2.2503408649947e-11;21.5241528843172
MTHFD2;2.13674745270717;6.72141964001577;9.85516297198878;5.9171299273635e-14;2.2503408649947e-11;21.5154528524613
IGFBP1;2.57602654021577;2.3386845516185;9.79019866391054;7.5252908033707e-14;2.67114377782756e-11;21.2968038306762
PCNA;-1.52639142742616;7.11777140230336;-9.79118137272481;7.49794850252997e-14;2.67114377782756e-11;21.2808414664379
BEX2;2.805720578925;1.51287840195001;9.82477684282352;6.62102075988403e-14;2.45947824645646e-11;21.1685463780539
TONSL;-2.25421571315398;3.98602455725462;-9.75394668327672;8.60735825431824e-14;2.8194425557504e-11;21.1658717167072
LOC100506548;1.46565883901179;4.76766999889261;9.73375854850133;9.27656619334076e-14;2.8194425557504e-11;21.0924588352168
BAAT;-2.38301111772715;1.85177192111439;-9.73407503751995;9.26568081799934e-14;2.8194425557504e-11;21.0882492732086
ZFAND1;1.66698963738502;4.66464819521782;9.7314836238267;9.35519034963821e-14;2.8194425557504e-11;21.0833420512589
ULBP1;3.27906880226159;2.35887585963819;9.73794957432392;9.13345767073718e-14;2.8194425557504e-11;21.0576399591027
KRT8;-2.25634071774189;10.7172671521798;-9.73175147625206;9.345898288888e-14;2.8194425557504e-11;21.0370384895791
NCALD;-2.70331743567863;2.04186211118769;-9.73448657543257;9.25154555633894e-14;2.8194425557504e-11;20.9456818192237
NBEAL2;-1.38528068347761;6.38485789830165;-9.66106566704065;1.21512865189086e-13;3.59430554752828e-11;20.8187764197489
ANKS4B;-3.52350572744564;-0.558846384405684;-9.77862351431738;7.85501224868943e-14;2.72756762278948e-11;20.5286534618199
PHRF1;-1.24671314246021;6.14630053797683;-9.52859881246599;1.98994169546699e-13;5.77915249121713e-11;20.3347578829534
RECQL4;-2.45218908112938;4.44144155095599;-9.51568223499933;2.08817986615814e-13;5.95616017895427e-11;20.2945071540881
SFRP4;-2.15213999206424;0.703737220644989;-9.46687190657669;2.50560887334278e-13;6.90036043688004e-11;20.1103228538488
SPAG5;-1.67646714807152;5.31114369906624;-9.46804992845141;2.49460605922329e-13;6.90036043688004e-11;20.1045497626739
GINS4;-1.49008109145034;4.25776175697055;-9.43134985314335;2.86136611022998e-13;7.65026803779934e-11;19.9848711559962
FADS2;-2.0185740654667;8.49885183971712;-9.43019959645328;2.87369988272686e-13;7.65026803779934e-11;19.939406400043
PCK2;1.88780660457629;4.62991416887879;9.41775138572022;3.01065058111044e-13;7.88346257902903e-11;19.9285242331283
CPM;1.876654166768;3.95791535605802;9.35689674642435;3.78088179472313e-13;9.74064917856655e-11;19.7088392519527
FGFR4;-2.67799567916213;3.89153409573689;-9.29366133154562;4.79239254940984e-13;1.21506168558291e-10;19.4781416914973
FDPS;-1.72212008332076;7.64350512874289;-9.27077723803222;5.22216583779353e-13;1.28328699887809e-10;19.3705345226804
CDC6;-1.84411322098544;5.20035646042782;-9.24445877266701;5.76463240684572e-13;1.39512838537192e-10;19.2896856328368
PCSK9;-2.02409425951626;5.32524109300821;-9.19829415733298;6.85681492082685e-13;1.61207001017483e-10;19.1336418357937
BCAT1;2.39986594448402;3.55493920083188;9.1980590877701;6.86287865096651e-13;1.61207001017483e-10;19.1333312116865
INHBE;4.92462408229024;-0.874403727129654;9.2885356002672;4.88545400252067e-13;1.21930244972285e-10;18.9540788972877
RAP1GAP;-1.40882660124183;4.17735516831243;-9.14607359375572;8.3455506922416e-13;1.93193451024891e-10;18.9302460872921
GRB10;1.60851003448273;6.36251709442007;9.10349209026502;9.79741850158243e-13;2.23563093893966e-10;18.7501218498971
THOC3;-1.39598885558888;5.34057017435137;-9.07852085413614;1.07644442628962e-12;2.4216967353696e-10;18.6774575139005
CYR61;1.71720241999998;7.04481069112836;9.04098526868935;1.24017478298596e-12;2.71360435734722e-10;18.5350963199309
ADPRM;1.93388504472845;3.16827070959994;9.02044302920953;1.34016053664652e-12;2.85418456691398e-10;18.4797699031242
LSS;-1.61211330702791;6.63776316735509;-9.00872268586589;1.40080003685627e-12;2.94407618272437e-10;18.4120009549376
