10016	ACTIVATION
10056	ACTIVATION
10094	ACTIVATION
10095	ACTIVATION
10112	ACTIVATION
10130	ACTIVATION
1015	ACTIVATION
10166	ACTIVATION
10209	INHIBITION
10213	ACTIVATION
1022	ACTIVATION
10244	ACTIVATION
10270	INHIBITION
102724594	ACTIVATION
10312	ACTIVATION
10352	ACTIVATION
10428	ACTIVATION
10491	ACTIVATION
10552	ACTIVATION
10556	ACTIVATION
10573	ACTIVATION
10576	ACTIVATION
10606	ACTIVATION
10640	ACTIVATION
10682	ACTIVATION
10728	ACTIVATION
10741	ACTIVATION
10785	ACTIVATION
10787	ACTIVATION
10914	ACTIVATION
10915	ACTIVATION
10955	ACTIVATION
10959	ACTIVATION
10963	ACTIVATION
11034	ACTIVATION
11051	ACTIVATION
11079	ACTIVATION
112464	ACTIVATION
11346	ACTIVATION
114049	INHIBITION
114823	ACTIVATION
115106	INHIBITION
116143	ACTIVATION
1186	ACTIVATION
121504	ACTIVATION
121512	ACTIVATION
124641	INHIBITION
125988	ACTIVATION
126308	ACTIVATION
130589	ACTIVATION
131076	ACTIVATION
1315	ACTIVATION
1376	ACTIVATION
140688	INHIBITION
1431	ACTIVATION
147841	INHIBITION
16	ACTIVATION
160518	ACTIVATION
1615	ACTIVATION
1632	ACTIVATION
164	ACTIVATION
1650	ACTIVATION
1652	ACTIVATION
170622	INHIBITION
1723	INHIBITION
1743	ACTIVATION
1778	ACTIVATION
1861	INHIBITION
1917	ACTIVATION
196527	ACTIVATION
1968	ACTIVATION
197257	ACTIVATION
1994	ACTIVATION
200185	ACTIVATION
201626	ACTIVATION
2058	ACTIVATION
2059	ACTIVATION
2152	ACTIVATION
2153	INHIBITION
2159	INHIBITION
221443	ACTIVATION
222584	ACTIVATION
22848	ACTIVATION
2287	ACTIVATION
22870	ACTIVATION
22887	INHIBITION
22934	ACTIVATION
22948	ACTIVATION
22978	ACTIVATION
22985	ACTIVATION
23071	ACTIVATION
23080	ACTIVATION
2314	ACTIVATION
23170	ACTIVATION
23204	ACTIVATION
23212	ACTIVATION
23317	ACTIVATION
23332	ACTIVATION
23333	ACTIVATION
23354	INHIBITION
23369	ACTIVATION
23568	INHIBITION
23592	ACTIVATION
23708	ACTIVATION
246184	INHIBITION
252839	ACTIVATION
2551	INHIBITION
256364	INHIBITION
25782	ACTIVATION
25836	INHIBITION
2588	ACTIVATION
25880	ACTIVATION
25949	INHIBITION
26039	ACTIVATION
26043	INHIBITION
26073	ACTIVATION
26100	ACTIVATION
26121	INHIBITION
26135	ACTIVATION
2617	ACTIVATION
26229	INHIBITION
2644	ACTIVATION
26608	ACTIVATION
2665	ACTIVATION
26762	INHIBITION
27034	ACTIVATION
27089	ACTIVATION
27348	INHIBITION
27430	ACTIVATION
2806	ACTIVATION
281386	INHIBITION
2820	ACTIVATION
282991	ACTIVATION
283209	ACTIVATION
284001	ACTIVATION
284106	INHIBITION
286451	INHIBITION
28952	INHIBITION
28985	ACTIVATION
2908	ACTIVATION
29101	INHIBITION
2954	ACTIVATION
2957	INHIBITION
2963	ACTIVATION
29789	ACTIVATION
3064	ACTIVATION
3074	ACTIVATION
3094	ACTIVATION
3145	ACTIVATION
3150	ACTIVATION
3159	ACTIVATION
3190	ACTIVATION
326625	ACTIVATION
3281	INHIBITION
3301	ACTIVATION
334	INHIBITION
338	INHIBITION
338050	INHIBITION
340277	INHIBITION
3422	ACTIVATION
342667	ACTIVATION
346389	ACTIVATION
348	INHIBITION
357	INHIBITION
3628	ACTIVATION
3646	ACTIVATION
372	ACTIVATION
3795	ACTIVATION
3832	INHIBITION
387338	ACTIVATION
388552	ACTIVATION
388564	INHIBITION
3895	ACTIVATION
3911	ACTIVATION
392	ACTIVATION
3959	ACTIVATION
3981	ACTIVATION
3996	ACTIVATION
4072	ACTIVATION
4134	ACTIVATION
4190	ACTIVATION
4191	ACTIVATION
4199	ACTIVATION
4247	ACTIVATION
4258	INHIBITION
4282	ACTIVATION
4301	ACTIVATION
435	ACTIVATION
4350	INHIBITION
439	ACTIVATION
4509	ACTIVATION
4512	ACTIVATION
4514	ACTIVATION
4664	INHIBITION
471	ACTIVATION
4710	INHIBITION
4791	ACTIVATION
4793	ACTIVATION
4831	ACTIVATION
4848	ACTIVATION
4924	INHIBITION
494143	INHIBITION
49855	INHIBITION
5048	ACTIVATION
50618	ACTIVATION
50808	ACTIVATION
5082	ACTIVATION
5095	ACTIVATION
50999	ACTIVATION
51028	ACTIVATION
5106	ACTIVATION
51109	ACTIVATION
51110	ACTIVATION
51112	INHIBITION
51144	ACTIVATION
51170	ACTIVATION
51247	ACTIVATION
51264	ACTIVATION
51292	ACTIVATION
51341	INHIBITION
51388	ACTIVATION
51400	ACTIVATION
51406	ACTIVATION
51449	ACTIVATION
51493	ACTIVATION
51503	ACTIVATION
51504	INHIBITION
51530	INHIBITION
51719	ACTIVATION
51752	ACTIVATION
51763	INHIBITION
51773	ACTIVATION
5203	INHIBITION
5204	ACTIVATION
5226	ACTIVATION
5244	ACTIVATION
5261	INHIBITION
527	ACTIVATION
528	ACTIVATION
5281	ACTIVATION
53	ACTIVATION
53371	ACTIVATION
53407	ACTIVATION
5411	ACTIVATION
54187	ACTIVATION
54205	ACTIVATION
5433	INHIBITION
54332	ACTIVATION
54386	ACTIVATION
54432	ACTIVATION
5447	ACTIVATION
54512	INHIBITION
5464	ACTIVATION
54809	ACTIVATION
54862	INHIBITION
548645	ACTIVATION
54881	ACTIVATION
54884	ACTIVATION
54927	ACTIVATION
54938	ACTIVATION
54982	ACTIVATION
5500	ACTIVATION
55020	ACTIVATION
5511	ACTIVATION
55127	ACTIVATION
55168	ACTIVATION
55176	ACTIVATION
55182	INHIBITION
55238	INHIBITION
5524	ACTIVATION
5525	ACTIVATION
552891	ACTIVATION
5529	ACTIVATION
55357	INHIBITION
5536	ACTIVATION
554313	ACTIVATION
5558	INHIBITION
55623	ACTIVATION
55630	INHIBITION
55705	ACTIVATION
55737	ACTIVATION
55823	ACTIVATION
55831	ACTIVATION
55832	ACTIVATION
55848	INHIBITION
55862	ACTIVATION
55917	INHIBITION
55920	ACTIVATION
55929	INHIBITION
55970	ACTIVATION
56052	INHIBITION
56252	ACTIVATION
5682	ACTIVATION
5684	ACTIVATION
5685	ACTIVATION
5687	ACTIVATION
56897	ACTIVATION
56900	ACTIVATION
5691	ACTIVATION
56913	ACTIVATION
56925	INHIBITION
5696	ACTIVATION
56997	ACTIVATION
57092	ACTIVATION
5710	ACTIVATION
5713	ACTIVATION
5714	ACTIVATION
57326	ACTIVATION
57506	ACTIVATION
57590	ACTIVATION
57617	ACTIVATION
57698	ACTIVATION
57708	INHIBITION
57805	ACTIVATION
5795	ACTIVATION
58505	ACTIVATION
5901	ACTIVATION
60526	ACTIVATION
6117	ACTIVATION
6146	INHIBITION
6157	ACTIVATION
6175	ACTIVATION
6184	ACTIVATION
6189	ACTIVATION
6191	ACTIVATION
6206	ACTIVATION
637	ACTIVATION
63826	ACTIVATION
6386	INHIBITION
6392	ACTIVATION
64080	ACTIVATION
645	ACTIVATION
64710	ACTIVATION
64848	ACTIVATION
64897	INHIBITION
64951	INHIBITION
65117	ACTIVATION
65263	ACTIVATION
65264	ACTIVATION
65268	ACTIVATION
654364	ACTIVATION
6566	ACTIVATION
6574	ACTIVATION
65977	INHIBITION
65992	INHIBITION
6627	ACTIVATION
6647	ACTIVATION
6648	ACTIVATION
6664	ACTIVATION
6709	ACTIVATION
6711	ACTIVATION
6712	INHIBITION
6726	ACTIVATION
6730	ACTIVATION
6748	ACTIVATION
6856	ACTIVATION
6897	ACTIVATION
6993	ACTIVATION
7009	INHIBITION
701	ACTIVATION
7086	ACTIVATION
7163	ACTIVATION
7164	ACTIVATION
7223	INHIBITION
7259	INHIBITION
7283	ACTIVATION
7284	ACTIVATION
7307	ACTIVATION
7328	ACTIVATION
7329	ACTIVATION
7334	ACTIVATION
7345	ACTIVATION
741	INHIBITION
7414	ACTIVATION
7453	ACTIVATION
7469	ACTIVATION
7511	ACTIVATION
7518	ACTIVATION
7706	ACTIVATION
7756	ACTIVATION
7791	ACTIVATION
7852	ACTIVATION
7905	ACTIVATION
79053	ACTIVATION
79139	ACTIVATION
79184	INHIBITION
79589	INHIBITION
79634	INHIBITION
79709	ACTIVATION
79778	INHIBITION
79834	ACTIVATION
79868	ACTIVATION
79902	INHIBITION
79971	ACTIVATION
79980	ACTIVATION
801	ACTIVATION
80142	ACTIVATION
80222	ACTIVATION
805	ACTIVATION
808	ACTIVATION
80895	ACTIVATION
81037	ACTIVATION
811	ACTIVATION
81502	ACTIVATION
81617	ACTIVATION
8175	ACTIVATION
81889	ACTIVATION
8192	INHIBITION
821	ACTIVATION
8226	ACTIVATION
823	ACTIVATION
8294	ACTIVATION
83480	ACTIVATION
8359	ACTIVATION
8360	ACTIVATION
8361	ACTIVATION
8362	ACTIVATION
8363	ACTIVATION
83638	ACTIVATION
8364	ACTIVATION
8365	ACTIVATION
8366	ACTIVATION
8367	ACTIVATION
8368	ACTIVATION
8370	ACTIVATION
83933	INHIBITION
8407	ACTIVATION
8412	INHIBITION
84164	ACTIVATION
84520	ACTIVATION
8453	ACTIVATION
84545	ACTIVATION
84612	ACTIVATION
84975	INHIBITION
8508	ACTIVATION
8539	ACTIVATION
85444	INHIBITION
85450	INHIBITION
85476	ACTIVATION
8560	INHIBITION
858	ACTIVATION
8615	ACTIVATION
871	ACTIVATION
87178	ACTIVATION
8819	ACTIVATION
8834	ACTIVATION
885	INHIBITION
88745	INHIBITION
8882	ACTIVATION
8904	ACTIVATION
8976	ACTIVATION
90353	INHIBITION
904	ACTIVATION
90411	ACTIVATION
908	ACTIVATION
9111	ACTIVATION
91298	ACTIVATION
91782	INHIBITION
91942	ACTIVATION
9238	ACTIVATION
9245	ACTIVATION
9276	ACTIVATION
9277	INHIBITION
9410	ACTIVATION
9517	ACTIVATION
9555	ACTIVATION
9559	ACTIVATION
9570	INHIBITION
961	ACTIVATION
9636	ACTIVATION
9685	ACTIVATION
9765	ACTIVATION
9775	ACTIVATION
9789	ACTIVATION
9804	INHIBITION
9816	ACTIVATION
9861	ACTIVATION
9875	INHIBITION
9882	INHIBITION
9897	ACTIVATION
9927	INHIBITION
9948	ACTIVATION
9972	ACTIVATION
