10005	ACTIVATION
10010	ACTIVATION
10049	INHIBITION
100506144	INHIBITION
10055	INHIBITION
100885850	INHIBITION
10093	INHIBITION
10128	INHIBITION
10133	ACTIVATION
10139	ACTIVATION
10159	ACTIVATION
102157402	INHIBITION
10244	ACTIVATION
10262	ACTIVATION
10273	INHIBITION
10413	ACTIVATION
10438	INHIBITION
10469	INHIBITION
10476	INHIBITION
10482	INHIBITION
10498	ACTIVATION
10523	INHIBITION
10539	INHIBITION
10592	INHIBITION
10625	ACTIVATION
10694	INHIBITION
10695	ACTIVATION
10724	INHIBITION
10827	ACTIVATION
10907	INHIBITION
10923	INHIBITION
10945	ACTIVATION
10949	INHIBITION
10952	ACTIVATION
10954	ACTIVATION
10961	INHIBITION
10963	INHIBITION
10973	INHIBITION
10989	INHIBITION
11047	INHIBITION
11094	INHIBITION
1119	INHIBITION
11198	INHIBITION
11224	INHIBITION
112616	ACTIVATION
11319	INHIBITION
11320	ACTIVATION
11331	INHIBITION
114990	INHIBITION
115098	INHIBITION
1153	INHIBITION
1184	ACTIVATION
118460	INHIBITION
1191	INHIBITION
119559	INHIBITION
124641	INHIBITION
125488	ACTIVATION
1267	INHIBITION
129138	ACTIVATION
1349	INHIBITION
137492	ACTIVATION
140823	ACTIVATION
142	INHIBITION
152100	ACTIVATION
1525	ACTIVATION
152503	ACTIVATION
158	INHIBITION
162427	ACTIVATION
163859	INHIBITION
1652	ACTIVATION
1657	ACTIVATION
1662	INHIBITION
1719	INHIBITION
1786	INHIBITION
1810	INHIBITION
1861	INHIBITION
1964	INHIBITION
196463	INHIBITION
1982	INHIBITION
2030	INHIBITION
2098	ACTIVATION
2130	ACTIVATION
2153	INHIBITION
2171	INHIBITION
219402	ACTIVATION
2200	INHIBITION
222229	INHIBITION
223	INHIBITION
2230	ACTIVATION
2237	INHIBITION
22884	ACTIVATION
22887	INHIBITION
22907	INHIBITION
22913	INHIBITION
22916	INHIBITION
23013	INHIBITION
23020	INHIBITION
23029	INHIBITION
23049	ACTIVATION
23063	INHIBITION
23211	INHIBITION
23234	INHIBITION
23369	INHIBITION
23378	ACTIVATION
23498	ACTIVATION
23524	INHIBITION
23560	INHIBITION
23603	ACTIVATION
23770	INHIBITION
23788	ACTIVATION
24140	ACTIVATION
24148	INHIBITION
254427	ACTIVATION
25816	ACTIVATION
2582	ACTIVATION
2584	ACTIVATION
25870	ACTIVATION
25930	ACTIVATION
25939	INHIBITION
25996	INHIBITION
26090	ACTIVATION
26156	INHIBITION
261726	ACTIVATION
2618	INHIBITION
26286	ACTIVATION
2644	ACTIVATION
2677	ACTIVATION
2686	ACTIVATION
27000	INHIBITION
27044	INHIBITION
2720	ACTIVATION
2730	INHIBITION
27304	ACTIVATION
2764	INHIBITION
281004	INHIBITION
281386	INHIBITION
282865	ACTIVATION
283489	ACTIVATION
285636	INHIBITION
28952	INHIBITION
29085	ACTIVATION
2909	ACTIVATION
2926	INHIBITION
2950	ACTIVATION
2965	INHIBITION
29763	INHIBITION
29957	ACTIVATION
29974	ACTIVATION
3064	INHIBITION
3081	ACTIVATION
3163	INHIBITION
3172	INHIBITION
3181	INHIBITION
3276	INHIBITION
341019	INHIBITION
3421	ACTIVATION
3430	INHIBITION
3704	INHIBITION
372	ACTIVATION
387338	ACTIVATION
388564	INHIBITION
388753	ACTIVATION
3909	ACTIVATION
3912	INHIBITION
3914	ACTIVATION
3918	ACTIVATION
3921	INHIBITION
3925	INHIBITION
3954	INHIBITION
3960	INHIBITION
401505	INHIBITION
4041	INHIBITION
4071	ACTIVATION
4074	ACTIVATION
4076	INHIBITION
4116	INHIBITION
4174	INHIBITION
4282	ACTIVATION
4285	INHIBITION
4350	INHIBITION
440	INHIBITION
440138	ACTIVATION
4436	INHIBITION
4513	INHIBITION
4552	INHIBITION
4580	ACTIVATION
4615	INHIBITION
4646	ACTIVATION
4678	INHIBITION
4691	INHIBITION
4700	INHIBITION
4711	INHIBITION
4726	INHIBITION
4734	ACTIVATION
4791	ACTIVATION
4849	INHIBITION
489	ACTIVATION
4976	INHIBITION
51013	INHIBITION
51112	INHIBITION
51118	INHIBITION
51133	INHIBITION
51155	ACTIVATION
51187	INHIBITION
51195	ACTIVATION
51202	INHIBITION
51251	INHIBITION
513	INHIBITION
51340	INHIBITION
51375	INHIBITION
51463	ACTIVATION
51535	ACTIVATION
51602	INHIBITION
51608	INHIBITION
51637	INHIBITION
51668	INHIBITION
51678	INHIBITION
51720	ACTIVATION
5184	INHIBITION
5202	INHIBITION
5203	INHIBITION
5226	INHIBITION
5245	INHIBITION
5268	INHIBITION
527	ACTIVATION
5281	ACTIVATION
5303	INHIBITION
54504	ACTIVATION
5464	ACTIVATION
54742	INHIBITION
54758	INHIBITION
548645	ACTIVATION
54918	INHIBITION
54928	ACTIVATION
54931	INHIBITION
54994	INHIBITION
55054	ACTIVATION
55182	INHIBITION
55240	INHIBITION
552889	INHIBITION
552891	ACTIVATION
55298	ACTIVATION
55316	INHIBITION
55330	INHIBITION
55352	INHIBITION
55526	ACTIVATION
5558	INHIBITION
55788	INHIBITION
55794	INHIBITION
55827	INHIBITION
55858	INHIBITION
55914	ACTIVATION
55971	INHIBITION
55973	ACTIVATION
56052	INHIBITION
56242	INHIBITION
56259	INHIBITION
56650	INHIBITION
56829	INHIBITION
5684	INHIBITION
56941	INHIBITION
57037	INHIBITION
5708	INHIBITION
57120	INHIBITION
5713	ACTIVATION
5714	INHIBITION
5717	INHIBITION
5738	INHIBITION
57407	INHIBITION
57590	ACTIVATION
57602	ACTIVATION
57679	ACTIVATION
57733	INHIBITION
5782	INHIBITION
5795	ACTIVATION
5819	ACTIVATION
5833	ACTIVATION
58505	ACTIVATION
58527	INHIBITION
5859	INHIBITION
5954	ACTIVATION
5981	INHIBITION
5982	INHIBITION
5984	INHIBITION
6120	ACTIVATION
6122	INHIBITION
6124	INHIBITION
6128	INHIBITION
6144	INHIBITION
6146	INHIBITION
6147	INHIBITION
6155	INHIBITION
6158	INHIBITION
6173	INHIBITION
6188	INHIBITION
6201	INHIBITION
6202	INHIBITION
6217	INHIBITION
6223	INHIBITION
6234	INHIBITION
6301	ACTIVATION
63933	ACTIVATION
64077	ACTIVATION
64080	ACTIVATION
64151	INHIBITION
6416	ACTIVATION
6455	ACTIVATION
64682	INHIBITION
64784	ACTIVATION
64976	INHIBITION
65123	ACTIVATION
6520	INHIBITION
653519	ACTIVATION
6606	ACTIVATION
6607	ACTIVATION
6633	INHIBITION
6642	INHIBITION
6664	ACTIVATION
6683	INHIBITION
6729	INHIBITION
6780	INHIBITION
6836	ACTIVATION
6840	ACTIVATION
6888	INHIBITION
7019	INHIBITION
7037	INHIBITION
7041	ACTIVATION
705	INHIBITION
7158	INHIBITION
7163	ACTIVATION
7264	ACTIVATION
7286	ACTIVATION
7295	INHIBITION
729852	ACTIVATION
7328	INHIBITION
7415	INHIBITION
7520	INHIBITION
7528	INHIBITION
7748	INHIBITION
780	INHIBITION
7837	ACTIVATION
7852	ACTIVATION
79050	INHIBITION
79058	ACTIVATION
79077	INHIBITION
79415	INHIBITION
79716	INHIBITION
79879	INHIBITION
801	ACTIVATION
80124	ACTIVATION
80146	ACTIVATION
80222	ACTIVATION
8030	INHIBITION
80320	INHIBITION
805	ACTIVATION
80755	INHIBITION
808	ACTIVATION
8125	ACTIVATION
813	ACTIVATION
81790	ACTIVATION
81888	ACTIVATION
8241	INHIBITION
8243	INHIBITION
8260	INHIBITION
8266	INHIBITION
83540	INHIBITION
83699	ACTIVATION
84081	INHIBITION
84172	INHIBITION
84193	INHIBITION
84301	INHIBITION
84419	ACTIVATION
84449	INHIBITION
84457	ACTIVATION
84647	ACTIVATION
8476	INHIBITION
84816	INHIBITION
84842	INHIBITION
8531	INHIBITION
85395	INHIBITION
8560	INHIBITION
8565	INHIBITION
8602	INHIBITION
8682	ACTIVATION
87178	INHIBITION
8815	INHIBITION
8833	INHIBITION
8886	INHIBITION
8894	INHIBITION
9019	INHIBITION
9031	INHIBITION
9044	INHIBITION
90441	INHIBITION
9045	INHIBITION
9100	INHIBITION
91039	ACTIVATION
9124	ACTIVATION
9129	INHIBITION
91298	ACTIVATION
91419	ACTIVATION
9166	INHIBITION
91663	ACTIVATION
9188	INHIBITION
9221	INHIBITION
92255	INHIBITION
9245	ACTIVATION
9277	INHIBITION
9319	INHIBITION
9374	ACTIVATION
9392	ACTIVATION
9446	INHIBITION
9497	INHIBITION
9518	ACTIVATION
9522	ACTIVATION
9524	INHIBITION
9562	ACTIVATION
9600	ACTIVATION
9615	ACTIVATION
9667	ACTIVATION
9688	INHIBITION
9689	INHIBITION
9733	INHIBITION
9735	ACTIVATION
978	ACTIVATION
9790	INHIBITION
9804	INHIBITION
9837	INHIBITION
988	INHIBITION
9882	ACTIVATION
9933	ACTIVATION
