14;-0.23127916;0.002371533
16;-0.135267953;0.026466015
18;0.00552579;0.817080576
22;0.059112664;0.195462536
23;0.029121671;0.605376462
25;-0.119508969;0.477632218
29;-0.1049505555;0.20922729
30;0.022787043;0.735238581
31;-0.005609268;0.873294734
34;0.023561604;0.374190207
35;0.063108159;0.34401351
36;0.067167261;0.280073598
37;0.06778366;0.055266134
38;0.071037147;0.0455364
39;0.35753951;0.028237785
47;-0.029308151;0.170602548
48;-0.076942471;0.217949058
50;0.033047793;0.283646274
51;0.171390272;0.009014933
52;0.038704535;0.227183428
53;0.146585237;0.092424717
58;0.119182223;0.000320158
59;0.1401460034;0.000320158
60;0.296904840285714;0.002232122
81;0.037891336;0.100559769
86;-0.04236328;0.517950243
87;0.025313935;0.100559769
95;-0.000533899;0.988208354
97;-0.204137194;0.004020956
100;0.302029685;0.008311806
102;0.162147017;0.065624862
103;-0.034459222;0.377113519
104;0.28742936;0.09494864
112;0.115896248;0.143338022
118;-0.086131694;0.164269742
120;-0.017809158;0.616761777
123;-0.097715215;0.366990711
128;-0.116869142;0.004688917
132;-0.078421313;0.038624628
142;0.011267834;0.665637396
143;-0.141745236;0.315256622
156;-0.0683902955;0.182379712
157;-0.123506668;0.182379712
158;0.046562059;0.333313405
159;-0.049551394;0.340297936
160;0.093474552;0.040173242
161;0.0662662615;0.206733913
162;0.013029601;0.012454369
163;0.0454545685;0.012454369
164;0.004436542;0.64646087
174;-1.1141446555;2.81724e-05
175;0.660371574;0.003177682
178;0.00880622;0.353022184
182;-0.001501138;0.994870315
183;-0.725441442;0.003032962
191;-0.016894267;0.551224241
196;0.351911077;0.074871047
197;0.920490058;0.079662962
202;0.023888953;0.723042442
203;0.004161154;0.973015733
204;0.093237572;0.017161319
205;0.091056467;0.043483056
207;0.132513542;0.15196933
208;-0.12017566;0.060325317
210;-0.035101455;0.549605189
213;0.702320689;0.033777375
214;-0.038140169;0.753307143
215;0.130124335;0.379185887
216;0.041982645;0.00060813
217;0.170527922333333;0.003609072
218;0.0081038155;0.194396572
219;-0.034900605;0.042800004
221;-0.1267397745;0.194396572
223;-0.001923263;0.934970073
224;-0.053812479;0.194396572
226;0.177017769;0.017425517
229;0.126233666333333;0.081340084
230;0.14019928825;0.042614277
231;-0.083297871;0.028731215
248;0.11190528;0.03119632
249;0.053653896;0.635266956
250;0.141511767;0.03119632
271;0.020283626;0.720623159
274;0.026861374;0.762791762
287;-0.122345679;0.232878575
288;-0.006459037;0.035634894
290;0.130971008;0.061581775
291;0.05510902875;0.103476928
292;0.1022597845;0.002034328
293;0.0856852882;0.084748143
301;0.040781456;0.40100686
302;0.294465945;0.001133866
306;0.096682521;0.02247047
307;0.14132031;0.050463822
308;0.03724942;0.139054536
309;0.047540691;0.252075606
310;-0.0653069205;0.144711594
311;0.204848102;0.003782806
312;0.3346320355;0.000649151
317;0.05779167;0.478898253
318;-0.241634502;0.017122856
327;-0.048953122;0.132977089
328;0.182044633;0.00464137
331;0.233269746;0.007556025
334;-1.2997911215;1.86973e-07
335;-0.4809416065;4.91889e-05
336;-2.61336155;0.000108987
338;-0.183337335;0.002649497
345;-0.595329415;0.397564957
347;-0.057884981;0.23102162
348;-0.9133210145;0.000559876
351;-0.999542583;0.000325416
353;-0.05738785;0.107676821
357;0.128391237;0.435850118
369;-0.138305718;0.342278213
372;0.040656346;0.039083073
377;-0.113298381;0.0024111
378;0.137158049;0.308273256
381;-0.13577831475;0.0024111
382;0.251751378;0.199064226
387;0.182406987;0.001850648
388;0.0941651855;0.008052603
389;0.165758126;0.003589423
391;0.3495157775;0.081276357
392;0.037349094;0.734775852
394;-0.08967457;0.544093586
396;-0.065409662;0.26347765
397;0.086378518;0.288149401
400;-0.061131051;0.123334148
402;-0.059877361;0.107695654
403;-0.086844881;0.07590238
408;0.0850492305;0.365968967
409;-0.041829251;0.300209984
412;-0.157448494;0.056792357
415;-0.160743705;0.050464706
427;-0.06241739;0.324587585
432;-0.815618581;0.001691541
435;0.021228975;0.46497578
439;-0.098594357;0.081921493
440;-0.176845588;0.001370207
444;0.374581085;0.00870157
445;-0.081915231;0.079173384
466;-0.046986771;0.514198285
471;0.02550385;0.079622153
475;-0.161779047;0.001850863
476;0.221103813;0.000347133
481;0.064613125;0.011475065
483;0.152864681;0.017360755
488;0.00246073;0.112328495
489;0.0433156435;0.224944109
490;0.103864902;0.006827056
492;0.209420507;0.006827056
493;0.091744073;0.006827056
498;0.09369848;0.006854959
501;0.046660496;0.185054359
506;0.116759177;0.044313387
509;0.053097299;0.048674894
513;0.094853927;0.236543196
514;0.034561392;0.871097099
515;0.162070228;0.002544995
516;0.121994561;0.048126892
521;-0.015694664;0.559301858
522;-0.852206521;0.003620141
523;-0.088555419;0.001096397
526;-0.128151305;0.000414549
527;0.144939343;0.00918028
528;0.037505719;0.508673285
529;-0.122390674;0.032065687
535;0.122662681333333;0.03838277
537;-0.044068252;0.068407514
538;0.042988786;0.721912463
539;0.010684695;0.640862559
546;-0.132548482;0.016062309
549;0.118442919;0.243531688
550;0.091050927;0.246174482
558;-0.122834359;0.280554015
567;-0.134767573;0.214876145
572;0.25675569;0.359830386
573;0.10806398;0.382062798
578;0.251266696;0.599075586
580;-0.150802626;0.207608442
581;-0.193711764;0.022784196
586;-0.162528269;0.103924346
587;-0.021067825;0.7916267
593;0.091943397;0.245936423
594;0.015281298;0.7883315
598;0.151249386;0.058042709
613;-0.1672916525;0.044551969
617;-0.029570579;0.791549355
622;-0.05432367;0.52159836
634;-0.0892392705;0.045524259
637;-0.119629877;0.143391192
641;-0.166883565;0.560077432
642;0.066017704;0.349299563
644;-0.041521166;0.624556176
645;-0.141609923;0.002680543
661;-0.004832915;0.967910219
662;-0.00768341;0.927250671
667;0.1585921325;0.001100153
670;-0.0620865825;0.142657709
673;-0.2029507855;0.015775413
682;0.117010178;0.249192192
684;0.194096168;0.366444236
688;-0.186669992;0.114134743
689;-0.144082727;0.012752262
701;-0.453377212;0.000262972
705;0.164061177;0.110447115
706;0.218700001;0.044329862
708;0.142362661;0.013360586
722;0.071291432;0.004147094
726;0.09361748;0.034626902
738;-0.193492727;0.019014784
740;-0.037723437;0.59487377
741;-0.048847467;0.843311492
752;-0.021916729;0.923820709
754;-0.091575096;0.138935649
760;0.011144764;0.93608568
771;0.176386023;0.512644191
780;0.085215022;0.717392434
781;0.651949086;0.134218436
788;0.046110419;0.379618471
790;-0.0607327905;0.254769763
800;0.193888425;0.07362589
801;-0.331127197;0.040582034
805;-0.331127197;0.040582034
808;-0.331127197;0.040582034
811;0.137154392;0.004648246
813;0.063741644;0.069234806
817;-0.0119610465;0.595474949
818;-0.0320699385;0.483374899
819;-0.086024705;0.526708604
821;0.137480131;0.000276198
822;-0.021530833;0.704554619
823;-0.0433528085;0.05234275
824;-0.01740679;0.471606106
826;-0.042569069;0.488703495
829;0.0760475965;0.008389982
830;0.060250665;0.020445569
831;0.20025588;0.002715104
832;0.048326054;0.439473178
833;-0.054780689;0.478911237
836;-0.226946912;0.042513252
837;-0.039273917;0.604537319
839;-0.194247092;0.120317756
840;0.003372536;0.96698629
841;-0.237345814;0.119700689
843;-0.171647709;0.128677691
847;-0.032130625;0.24493298
857;0.088783003;0.258947123
858;0.178481807;0.338512734
865;-0.158007681;0.134097859
867;-0.122173476;0.199556247
871;0.086281078;0.099319918
873;0.1553319885;0.01538558
874;0.1998626555;0.01538558
875;-0.13570602;0.262550496
883;-0.107171269;0.081045422
885;-1.318546051;0.001763738
890;-0.453054121;7.16312e-05
902;-0.039904958;0.525441443
904;-0.216728695;0.16643976
908;0.068663812;0.020195779
928;0.080961858;0.316141418
949;0.170171448;0.028220671
950;0.100714167;0.013792346
957;0.043437221;0.15515351
960;0.036916928;0.859896076
961;0.351679527;0.08144911
965;0.037280271;0.328287794
966;-0.075715795;0.531117774
967;-0.070297394;0.61903392
972;-0.47025411;0.000496321
976;0.182618108;0.243096725
977;0.147975154;0.084397138
978;0.133188579;0.00737517
983;-0.118555738;0.050867639
984;-0.030592559;0.069633759
987;-0.018801295;0.519575719
988;0.010330473;0.767659466
989;0.153375484;0.00827203
996;-0.020216491;0.714864295
997;0.01482595;0.913745693
998;0.4069440025;0.081276357
999;-0.144770678;0.000561223
1000;-0.02956184;0.885973202
1015;0.042149401;0.351532681
1017;-0.1979848045;0.030396716
1019;-0.029055482;0.736592579
1020;-0.057012216;0.357850332
1022;0.001912556;0.990178223
1025;-0.140015986;0.331863523
1029;0.044337366;0.483909868
1040;0.56117907;0.00122492
1045;0.008884859;0.917347613
1048;-0.1340138625;0.071665181
1050;-0.98720451;1.46462e-05
1051;-0.058930307;0.633115745
1058;0.102733567;0.639438679
1063;-0.424176643;0.135867545
1066;-0.342974189;0.016933419
1069;-0.191578707;0.011129609
1070;0.240299482;0.110371814
1072;0.0409859863333333;0.234033963
1073;0.033016575;0.275184109
1075;-0.073147927;0.098672672
1104;0.057457928;0.092653046
1105;0.042208654;0.033662799
1106;-0.00542064533333334;0.306394254
1107;0.0165634755;0.146997946
1108;-0.1011932455;0.146997946
1111;-0.116692561;0.45371418
1119;-0.245527795;0.014887634
1120;-0.074688327;0.644561901
1121;0.02220909;0.346789426
1122;0.0302688725;0.30153936
1130;0.01842074;0.823310041
1147;0.0721843;0.619097357
1152;0.1947937145;0.088923033
1153;-0.101588288;0.15492486
1155;-0.128873244;0.135478211
1159;0.093398077;0.161358822
1163;-0.29429425;0.017173372
1164;-0.230055108;0.155035931
1173;0.026304895;0.637006813
1174;-0.0777595575;0.011568382
1175;-0.157883566;0.106351547
1176;-0.049650506;0.442296721
1184;0.115377126;0.266117365
1186;-0.215596301;0.004600798
1191;0.139849017;0.15505511
1192;0.067369421;0.015006605
1200;-0.179296072;0.054388602
1203;0.085520825;0.459639124
1207;0.070579894;0.128613241
1209;-0.011946239;0.769258278
1211;-0.132759416;0.18994595
1212;-0.104069279;0.235075745
1213;0.108064556;0.000160598
1244;-0.16252726;0.14885171
1265;0.1139551575;0.141115731
1266;0.1181865155;0.102423079
1267;0.127587287;0.011190254
1281;-0.323700433;0.392464469
1289;0.146476043;0.168110986
1303;-0.028968912;0.792051565
1312;-0.113984606;0.041223006
1314;-0.026758809;0.376427509
1315;0.044665172;0.444509385
1317;-0.051894722;0.744576072
1327;-0.108130801;0.011317878
1329;-0.032073882;0.438451829
1337;-0.019620071;0.839270091
1340;-0.369742484;0.051083417
1345;0.180779266;0.017733465
1347;-0.038795127;0.808953546
1349;-0.000227598;0.996662759
1350;-0.039490447;0.80136687
1351;-0.473425983;0.092468898
1353;0.263202944;0.009123723
1355;0.331504725;0.357570967
1362;-0.193956115;0.00138607
1364;0.212786598;0.450541648
1365;0.188282803;0.164137249
1368;-0.500397287;0.151057795
1371;0.078135393;0.243453367
1373;0.011576203;0.045928781
1374;0.122522535;0.027520546
1376;0.037931216;0.114546599
1382;0.132889629;0.472530092
1384;0.081072606;0.05387961
1385;-0.071094699;0.406551605
1386;0.189106104;0.449847754
1396;-0.152267895;0.616729068
1397;-0.083772433;0.613223479
1398;0.03211784;0.470445099
1399;-0.031940401;0.544122013
1410;0.060729181;0.374415422
1429;-0.041392974;0.103675341
1431;0.178580843;0.005921927
1432;-0.146292038;0.015870424
1434;0.05091092;0.167676888
1445;0.06057703;0.106713284
1452;0.074084931;0.094377055
1453;0.018250736;0.372069296
1454;0.047031444;0.372069296
1456;0.147590719;0.164111358
1457;0.030533713;0.440620649
1459;0.092725117;0.142823205
1460;0.071931399;0.247442829
1465;0.314896673;0.01437041
1466;-0.228361146;0.026357379
1468;0.031124957;0.669050667
