100	ACTIVATION
10007	INHIBITION
100131187	ACTIVATION
100287932	INHIBITION
10043	INHIBITION
100506658	ACTIVATION
100526767	INHIBITION
10054	ACTIVATION
10055	ACTIVATION
10056	ACTIVATION
10073	INHIBITION
10075	INHIBITION
10078	ACTIVATION
10079	ACTIVATION
10094	ACTIVATION
10097	ACTIVATION
10102	ACTIVATION
10105	INHIBITION
101060301	ACTIVATION
10112	INHIBITION
10130	ACTIVATION
10131	ACTIVATION
10133	ACTIVATION
10134	ACTIVATION
10135	ACTIVATION
10142	INHIBITION
10149	INHIBITION
10157	ACTIVATION
10169	INHIBITION
1017	INHIBITION
10179	INHIBITION
10204	INHIBITION
10209	INHIBITION
10223	ACTIVATION
10227	ACTIVATION
10236	ACTIVATION
10243	INHIBITION
10247	INHIBITION
10269	ACTIVATION
102724594	ACTIVATION
10294	ACTIVATION
10327	INHIBITION
10328	INHIBITION
10330	INHIBITION
10367	INHIBITION
103910	ACTIVATION
10396	INHIBITION
10398	ACTIVATION
1040	ACTIVATION
10419	ACTIVATION
10449	ACTIVATION
10450	INHIBITION
10455	ACTIVATION
10456	INHIBITION
10458	ACTIVATION
10482	ACTIVATION
10491	ACTIVATION
1050	INHIBITION
10521	INHIBITION
10525	ACTIVATION
10526	INHIBITION
10527	ACTIVATION
10576	ACTIVATION
10577	INHIBITION
10600	INHIBITION
10607	ACTIVATION
10611	ACTIVATION
10618	INHIBITION
10626	ACTIVATION
10627	ACTIVATION
10651	ACTIVATION
10652	INHIBITION
10653	INHIBITION
10654	INHIBITION
1066	INHIBITION
1069	INHIBITION
10694	ACTIVATION
10723	ACTIVATION
10741	INHIBITION
10772	ACTIVATION
10776	INHIBITION
10799	ACTIVATION
10809	INHIBITION
10845	INHIBITION
10884	INHIBITION
10905	INHIBITION
10908	ACTIVATION
10923	ACTIVATION
10933	INHIBITION
10942	INHIBITION
10954	ACTIVATION
10956	INHIBITION
10959	ACTIVATION
10963	ACTIVATION
10970	ACTIVATION
10972	ACTIVATION
10973	INHIBITION
10988	INHIBITION
10989	ACTIVATION
10994	ACTIVATION
11047	ACTIVATION
11051	ACTIVATION
11065	INHIBITION
11079	ACTIVATION
11113	INHIBITION
11161	ACTIVATION
11171	ACTIVATION
